,submission_date,state,conf_cases,conf_death
11645,2020-08-03,Nebraska,,
11646,2020-08-03,Kentucky,29623,740
11647,2020-08-03,Wyoming,2364,27
11648,2020-08-03,Iowa,,
11649,2020-08-03,New Mexico,,
11650,2020-08-03,North Dakota,,
11651,2020-08-03,Washington,,
11653,2020-08-03,Tennessee,109325,1055
11655,2020-08-03,Massachusetts,110595,8427
11656,2020-08-03,Pennsylvania110970,
11657,2020-08-03,New York,222840,18933
11658,2020-08-03,Ohio,88997,3271
11659,2020-08-03,Alabama,89927,1580
11660,2020-08-03,Virginia,90728,2134
11661,2020-08-03,Michigan,83386,6212
11662,2020-08-03,Mississippi,61186,1705
11663,2020-08-03,Illinois,183241,7526
11664,2020-08-03,Wisconsin,55328,949
11666,2020-08-03,North Carolina,126532,1982
11667,2020-08-03,Oklahoma,38520,551
11668,2020-08-03,Texas,,
11669,2020-08-03,California,,
11670,2020-08-03,New Mexico,,13971
11671,2020-08-03,Louisiana,,3910
11672,2020-08-03,Idaho,20372,177
11673,2020-08-03,Nevada,,
11674,2020-08-03,Georgia,,
11675,2020-08-03,Indiana,,2780
11676,2020-08-03,Maryland,,3396
11677,2020-08-03,New York,,
11678,2020-08-03,Arkansas,,
11679,2020-08-03,Minnesota,,1620
11680,2020-08-03,Oregon,19366,328
11681,2020-08-03,Utah,41802,319
11682,2020-08-03,West Virginia,6829,
11683,2020-08-03,Missouri,,
11684,2020-08-03,Delaware,14058,515
11685,2020-08-03,South Dakota,,133
11686,2020-08-03,Rhode Island,,
11687,2020-08-03,Kansas,28235,
11688,2020-08-03,Maine,3548,
11689,2020-08-03,New Hampshire,,
11690,2020-08-03,DC,,
11691,2020-08-03,Montana,4314,64
11693,2020-08-03,Alaska,,
11695,2020-08-03,Vermont,,
11700,2020-08-04,Colorado,45177,1508
11701,2020-08-04,Florida,,
11702,2020-08-04,Arizona,180505,3845
11703,2020-08-04,South Carolina,93604,1774
11704,2020-08-04,Connecticut,48142,3555
11705,2020-08-04,Nebraska,,
11706,2020-08-04,Kentucky,30238,747
11707,2020-08-04,Wyoming,2392,27
11708,2020-08-04,Iowa,,
11709,2020-08-04,New Mexico,,
11710,2020-08-04,North Dakota,,
11711,2020-08-04,Washington,,
11713,2020-08-04,Tennessee,111101,1079
11715,2020-08-04,Massachusetts,111033,8436
11716,2020-08-04,Pennsylvania111780,
11717,2020-08-04,New York,223186,18937
11718,2020-08-04,Ohio,90041,3301
11719,2020-08-04,Alabama,91018,1616
11720,2020-08-04,Virginia,91473,2164
11721,2020-08-04,Michigan,84050,6219
11722,2020-08-04,Mississippi,61186,1705
11723,2020-08-04,Illinois,184712,7545
11724,2020-08-04,Wisconsin,56056,961
11726,2020-08-04,North Carolina,128161,2010
11727,2020-08-04,Oklahoma,39371,566
11728,2020-08-04,Texas,,
11729,2020-08-04,California,,
11730,2020-08-04,New Mexico,,13982
11731,2020-08-04,Louisiana,,3937
11732,2020-08-04,Idaho,20867,187
11733,2020-08-04,Nevada,,
11734,2020-08-04,Georgia,,
11735,2020-08-04,Indiana,,2794
11736,2020-08-04,Maryland,,3402
11737,2020-08-04,New York,,
11738,2020-08-04,Arkansas,,
11739,2020-08-04,Minnesota,,1629
11740,2020-08-04,Oregon,19699,333
11741,2020-08-04,Utah,42190,324
11742,2020-08-04,West Virginia,6902,
11743,2020-08-04,Missouri,,
11744,2020-08-04,Delaware,14299,517
11745,2020-08-04,South Dakota,,136
11746,2020-08-04,Rhode Island,,
11747,2020-08-04,Kansas,28235,
11748,2020-08-04,Maine,3568,
11749,2020-08-04,New Hampshire,,
11750,2020-08-04,DC,,
11751,2020-08-04,Montana,4429,65
11753,2020-08-04,Alaska,,
11755,2020-08-04,Vermont,,
11760,2020-08-05,Colorado,45755,1510
11761,2020-08-05,Florida,,
11762,2020-08-05,Arizona,182203,3932
11763,2020-08-05,South Carolina,94837,1819
11764,2020-08-05,Connecticut,48258,3555
11765,2020-08-05,Nebraska,,
11766,2020-08-05,Kentucky,30712,748
11767,2020-08-05,Wyoming,2424,27
11768,2020-08-05,Iowa,,
11769,2020-08-05,New Mexico,,
11770,2020-08-05,North Dakota,,
11771,2020-08-05,Washington,,
11773,2020-08-05,Tennessee,112657,1104
11775,2020-08-05,Massachusetts,111371,8438
11776,2020-08-05,Pennsylvania112462,
11777,2020-08-05,New York,223473,18938
11778,2020-08-05,Ohio,91171,3326
11779,2020-08-05,Alabama,91917,1646
11780,2020-08-05,Virginia,92244,2191
11781,2020-08-05,Michigan,84707,6221
11782,2020-08-05,Mississippi,62384,1754
11783,2020-08-05,Illinois,186471,7573
11784,2020-08-05,Wisconsin,56940,970
11786,2020-08-05,North Carolina,129288,2050
11787,2020-08-05,Oklahoma,40561,583
11788,2020-08-05,Texas,,
11789,2020-08-05,California,,
11790,2020-08-05,New Mexico,,13989
11791,2020-08-05,Louisiana,,3978
11792,2020-08-05,Idaho,21268,194
11793,2020-08-05,Nevada,,
11794,2020-08-05,Georgia,,
11795,2020-08-05,Indiana,,2805
11796,2020-08-05,Maryland,,3415
11797,2020-08-05,New York,,
11798,2020-08-05,Arkansas,,
11799,2020-08-05,Minnesota,,1636
11800,2020-08-05,Oregon,18935,332
11801,2020-08-05,Utah,42740,328
11802,2020-08-05,West Virginia,7008,
11803,2020-08-05,Missouri,,
11804,2020-08-05,Delaware,14368,517
11805,2020-08-05,South Dakota,,135
11806,2020-08-05,Rhode Island,,
11807,2020-08-05,Kansas,29076,
11808,2020-08-05,Maine,3581,
11809,2020-08-05,New Hampshire,,
11810,2020-08-05,DC,,
11811,2020-08-05,Montana,4593,66
11813,2020-08-05,Alaska,,
11815,2020-08-05,Vermont,,
11820,2020-08-06,Colorado,46200,1511
11821,2020-08-06,Florida,,
11822,2020-08-06,Arizona,182408,3786
11823,2020-08-06,South Carolina,96132,1863
11824,2020-08-06,Connecticut,48273,3555
11825,2020-08-06,Nebraska,,
11826,2020-08-06,Kentucky,31146,756
11827,2020-08-06,Wyoming,2449,27
11828,2020-08-06,Iowa,,
11829,2020-08-06,New Mexico,,
11830,2020-08-06,North Dakota,,
11831,2020-08-06,Washington,,
11833,2020-08-06,Tennessee,114801,1147
11835,2020-08-06,Massachusetts,111533,8470
11836,2020-08-06,Pennsylvania113241,
11837,2020-08-06,New York,223876,18944
11838,2020-08-06,Ohio,92273,3348
11839,2020-08-06,Alabama,93402,1654
11840,2020-08-06,Virginia,94141,2208
11841,2020-08-06,Michigan,85429,6247
11842,2020-08-06,Mississippi,63302,1772
11843,2020-08-06,Illinois,188424,7594
11844,2020-08-06,Wisconsin,57779,978
11846,2020-08-06,North Carolina,131267,2092
11847,2020-08-06,Oklahoma,41401,593
11848,2020-08-06,Texas,,
11849,2020-08-06,California,,
11850,2020-08-06,New Mexico,,13996
11851,2020-08-06,Louisiana,,4028
11852,2020-08-06,Idaho,21916,199
11853,2020-08-06,Nevada,,
11854,2020-08-06,Georgia,,
11855,2020-08-06,Indiana,,2811
11856,2020-08-06,Maryland,,3429
11857,2020-08-06,New York,,
11858,2020-08-06,Arkansas,,
11859,2020-08-06,Minnesota,,1640
11860,2020-08-06,Oregon,19182,333
11861,2020-08-06,Utah,43245,331
11862,2020-08-06,West Virginia,7123,
11863,2020-08-06,Missouri,,
11864,2020-08-06,Delaware,14368,517
11865,2020-08-06,South Dakota,,139
11866,2020-08-06,Rhode Island,,
11867,2020-08-06,Kansas,29076,
11868,2020-08-06,Maine,3599,
11869,2020-08-06,New Hampshire,,
11870,2020-08-06,DC,,
11871,2020-08-06,Montana,4744,70
11873,2020-08-06,Alaska,,
11875,2020-08-06,Vermont,,
11880,2020-08-07,Colorado,46656,1516
11881,2020-08-07,Florida,,
11882,2020-08-07,Arizona,183791,3860
11883,2020-08-07,South Carolina,97554,1883
11884,2020-08-07,Connecticut,48345,3558
11885,2020-08-07,Nebraska,,
11886,2020-08-07,Kentucky,31635,760
11887,2020-08-07,Wyoming,2490,28
11888,2020-08-07,Iowa,,
11889,2020-08-07,New Mexico,,
11890,2020-08-07,North Dakota,,
11891,2020-08-07,Washington,,
11893,2020-08-07,Tennessee,117087,1167
11895,2020-08-07,Massachusetts,111853,8488
11896,2020-08-07,Pennsylvania113969,
11897,2020-08-07,New York,224117,18949
11898,2020-08-07,Ohio,93402,3381
11899,2020-08-07,Alabama,94969,1676
11900,2020-08-07,Virginia,95326,2211
11901,2020-08-07,Michigan,86191,6247
11902,2020-08-07,Mississippi,65442,1812
11903,2020-08-07,Illinois,190508,7613
11904,2020-08-07,Wisconsin,58768,990
11906,2020-08-07,North Carolina,132812,2134
11907,2020-08-07,Oklahoma,42253,599
11908,2020-08-07,Texas,,
11909,2020-08-07,California,,
11910,2020-08-07,New Mexico,,14007
11911,2020-08-07,Louisiana,,4089
11912,2020-08-07,Idaho,22408,205
11913,2020-08-07,Nevada,,
11914,2020-08-07,Georgia,,
11915,2020-08-07,Indiana,,2821
11916,2020-08-07,Maryland,,3440
11917,2020-08-07,New York,,
11918,2020-08-07,Arkansas,,
11919,2020-08-07,Minnesota,,1648
11920,2020-08-07,Oregon,20636,348
11921,2020-08-07,Utah,43701,336
11922,2020-08-07,West Virginia,7277,
11923,2020-08-07,Missouri,,
11924,2020-08-07,Delaware,14502,520
11925,2020-08-07,South Dakota,,144
11926,2020-08-07,Rhode Island,,
11927,2020-08-07,Kansas,29889,
11928,2020-08-07,Maine,3609,
11929,2020-08-07,New Hampshire,,
11930,2020-08-07,DC,,
11931,2020-08-07,Montana,4888,74
11933,2020-08-07,Alaska,,
11935,2020-08-07,Vermont,,
11940,2020-08-08,Colorado,47083,1516
11941,2020-08-08,Florida,,
11942,2020-08-08,Arizona,184805,3905
11943,2020-08-08,South Carolina,98743,1931
11944,2020-08-08,Connecticut,48345,3558
11945,2020-08-08,Nebraska,,
11946,2020-08-08,Kentucky,32330,767
11947,2020-08-08,Wyoming,2498,28
11948,2020-08-08,Iowa,,
11949,2020-08-08,New Mexico,,
11950,2020-08-08,North Dakota,,
11951,2020-08-08,Washington,,
11953,2020-08-08,Tennessee,118821,1176
11955,2020-08-08,Massachusetts,112173,8500
11956,2020-08-08,Pennsylvania114755,
11957,2020-08-08,New York,224438,18956
11958,2020-08-08,Ohio,94671,3396
11959,2020-08-08,Alabama,96754,1696
11960,2020-08-08,Virginia,96167,2214
11961,2020-08-08,Michigan,86889,6250
11962,2020-08-08,Mississippi,65442,1812
11963,2020-08-08,Illinois,192698,7631
11964,2020-08-08,Wisconsin,59933,996
11966,2020-08-08,North Carolina,134766,2160
11967,2020-08-08,Oklahoma,43075,603
11968,2020-08-08,Texas,,
11969,2020-08-08,California,,
11970,2020-08-08,New Mexico,,14016
11971,2020-08-08,Louisiana,,4089
11972,2020-08-08,Idaho,22953,211
11973,2020-08-08,Nevada,,
11974,2020-08-08,Georgia,,
11975,2020-08-08,Indiana,,2834
11976,2020-08-08,Maryland,,3448
11977,2020-08-08,New York,,
11978,2020-08-08,Arkansas,,
11979,2020-08-08,Minnesota,,1657
11980,2020-08-08,Oregon,21010,355
11981,2020-08-08,Utah,43723,336
11982,2020-08-08,West Virginia,7406,
11983,2020-08-08,Missouri,,
11984,2020-08-08,Delaware,14576,521
11985,2020-08-08,South Dakota,,144
11986,2020-08-08,Rhode Island,,
11987,2020-08-08,Kansas,29889,
11988,2020-08-08,Maine,3625,
11989,2020-08-08,New Hampshire,,
11990,2020-08-08,DC,,
11991,2020-08-08,Montana,4952,75
11993,2020-08-08,Alaska,,
11995,2020-08-08,Vermont,,
12000,2020-08-09,Colorado,47367,1517
12001,2020-08-09,Florida,,
12002,2020-08-09,Arizona,185593,3918
12003,2020-08-09,South Carolina,99713,1949
12004,2020-08-09,Connecticut,48345,3558
12005,2020-08-09,Nebraska,,
12006,2020-08-09,Kentucky,32713,768
12007,2020-08-09,Wyoming,2533,28
12008,2020-08-09,Iowa,,
12009,2020-08-09,New Mexico,,
12010,2020-08-09,North Dakota,,
12011,2020-08-09,Washington,,
12013,2020-08-09,Tennessee,120911,1184
12015,2020-08-09,Massachusetts,112459,8514
12016,2020-08-09,Pennsylvania115505,
12017,2020-08-09,New York,224684,18960
12018,2020-08-09,Ohio,95496,3397
12019,2020-08-09,Alabama,97735,1707
12020,2020-08-09,Virginia,96808,2215
12021,2020-08-09,Michigan,87403,6249
12022,2020-08-09,Mississippi,65906,1832
12023,2020-08-09,Illinois,194080,7636
12024,2020-08-09,Wisconsin,60554,998
12026,2020-08-09,North Carolina,136218,2168
12027,2020-08-09,Oklahoma,43561,603
12028,2020-08-09,Texas,,
12029,2020-08-09,California,,
12030,2020-08-09,New Mexico,,14021
12031,2020-08-09,Louisiana,,4145
12032,2020-08-09,Idaho,23123,212
12033,2020-08-09,Nevada,,
12034,2020-08-09,Georgia,,
12035,2020-08-09,Indiana,,2835
12036,2020-08-09,Maryland,,3454
12037,2020-08-09,New York,,
12038,2020-08-09,Arkansas,,
12039,2020-08-09,Minnesota,,1660
12040,2020-08-09,Oregon,21272,356
12041,2020-08-09,Utah,44348,337
12042,2020-08-09,West Virginia,7536,
12043,2020-08-09,Missouri,,
12044,2020-08-09,Delaware,14636,521
12045,2020-08-09,South Dakota,,144
12046,2020-08-09,Rhode Island,,
12047,2020-08-09,Kansas,29889,
12048,2020-08-09,Maine,3641,
12049,2020-08-09,New Hampshire,,
12050,2020-08-09,DC,,
12051,2020-08-09,Montana,5017,75
12053,2020-08-09,Alaska,,
12055,2020-08-09,Vermont,,
12060,2020-08-10,Colorado,47651,1522
12061,2020-08-10,Florida,,
12062,2020-08-10,Arizona,186180,3922
12063,2020-08-10,South Carolina,100431,1966
12064,2020-08-10,Connecticut,48577,3560
12065,2020-08-10,Nebraska,,
12066,2020-08-10,Kentucky,32941,770
12067,2020-08-10,Wyoming,2565,28
12068,2020-08-10,Iowa,,
12069,2020-08-10,New Mexico,,
12070,2020-08-10,North Dakota,,
12071,2020-08-10,Washington,,
12073,2020-08-10,Tennessee,122097,1194
12075,2020-08-10,Massachusetts,112673,8519
12076,2020-08-10,Pennsylvania116098,
12077,2020-08-10,New York,224920,18966
12078,2020-08-10,Ohio,96358,3405
12079,2020-08-10,Alabama,99390,1733
12080,2020-08-10,Virginia,97713,2232
12081,2020-08-10,Michigan,87960,6257
12082,2020-08-10,Mississippi,66334,1847
12083,2020-08-10,Illinois,195399,7637
12084,2020-08-10,Wisconsin,61061,998
12086,2020-08-10,North Carolina,136844,2172
12087,2020-08-10,Oklahoma,43960,605
12088,2020-08-10,Texas,,
12089,2020-08-10,California,,
12090,2020-08-10,New Mexico,,14025
12091,2020-08-10,Louisiana,,4169
12092,2020-08-10,Idaho,23525,214
12093,2020-08-10,Nevada,,
12094,2020-08-10,Georgia,,
12095,2020-08-10,Indiana,,2838
12096,2020-08-10,Maryland,,3467
12097,2020-08-10,New York,,
12098,2020-08-10,Arkansas,,
12099,2020-08-10,Minnesota,,1666
12100,2020-08-10,Oregon,21488,357
12101,2020-08-10,Utah,44642,347
12102,2020-08-10,West Virginia,7596,
12103,2020-08-10,Missouri,,
12104,2020-08-10,Delaware,14636,521
12105,2020-08-10,South Dakota,,144
12106,2020-08-10,Rhode Island,,
12107,2020-08-10,Kansas,30975,
12108,2020-08-10,Maine,3644,
12109,2020-08-10,New Hampshire,,
12110,2020-08-10,DC,,
12111,2020-08-10,Montana,5017,75
12113,2020-08-10,Alaska,,
12115,2020-08-10,Vermont,,
12120,2020-08-11,Colorado,48008,1533
12121,2020-08-11,Florida,,
12122,2020-08-11,Arizona,187362,3951
12123,2020-08-11,South Carolina,101360,2012
12124,2020-08-11,Connecticut,48690,3561
12125,2020-08-11,Nebraska,,
12126,2020-08-11,Kentucky,33379,778
12127,2020-08-11,Wyoming,2584,29
12128,2020-08-11,Iowa,,
12129,2020-08-11,New Mexico,,
12130,2020-08-11,North Dakota,,
12131,2020-08-11,Washington,,
12133,2020-08-11,Tennessee,123006,1232
12135,2020-08-11,Massachusetts,112969,8529
12136,2020-08-11,Pennsylvania116925,
12137,2020-08-11,New York,225284,18970
12138,2020-08-11,Ohio,97373,3435
12139,2020-08-11,Alabama,99926,1781
12140,2020-08-11,Virginia,98374,2238
12141,2020-08-11,Michigan,88756,6264
12142,2020-08-11,Mississippi,66939,1879
12143,2020-08-11,Illinois,196948,7657
12144,2020-08-11,Wisconsin,61785,1006
12146,2020-08-11,North Carolina,137895,2204
12147,2020-08-11,Oklahoma,44724,618
12148,2020-08-11,Texas,,
12149,2020-08-11,California,,
12150,2020-08-11,New Mexico,,14037
12151,2020-08-11,Louisiana,,4195
12152,2020-08-11,Idaho,23950,221
12153,2020-08-11,Nevada,,
12154,2020-08-11,Georgia,,
12155,2020-08-11,Indiana,,2863
12156,2020-08-11,Maryland,,3474
12157,2020-08-11,New York,,
12158,2020-08-11,Arkansas,,
12159,2020-08-11,Minnesota,,1666
12160,2020-08-11,Oregon,20643,360
12161,2020-08-11,Utah,45029,350
12162,2020-08-11,West Virginia,7713,
12163,2020-08-11,Missouri,,
12164,2020-08-11,Delaware,14700,521
12165,2020-08-11,South Dakota,,144
12166,2020-08-11,Rhode Island,,
12167,2020-08-11,Kansas,30975,
12168,2020-08-11,Maine,3661,
12169,2020-08-11,New Hampshire,,
12170,2020-08-11,DC,,
12171,2020-08-11,Montana,5289,79
12173,2020-08-11,Alaska,,
12175,2020-08-11,Vermont,,
12180,2020-08-12,Colorado,48262,1533
12181,2020-08-12,Florida,,
12182,2020-08-12,Arizona,188053,4095
12183,2020-08-12,South Carolina,102143,2057
12184,2020-08-12,Connecticut,48705,3566
12185,2020-08-12,Nebraska,,
12186,2020-08-12,Kentucky,34415,785
12187,2020-08-12,Wyoming,2600,29
12188,2020-08-12,Iowa,,
12189,2020-08-12,New Mexico,,
12190,2020-08-12,North Dakota,,
12191,2020-08-12,Washington,,
12193,2020-08-12,Tennessee,124391,1249
12195,2020-08-12,Massachusetts,113198,8547
12196,2020-08-12,Pennsylvania117739,
12197,2020-08-12,New York,225713,18979
12198,2020-08-12,Ohio,98725,3460
12199,2020-08-12,Alabama,100801,1814
12200,2020-08-12,Virginia,99429,2249
12201,2020-08-12,Michigan,89271,6273
12202,2020-08-12,Mississippi,67913,1922
12203,2020-08-12,Illinois,198593,7672
12204,2020-08-12,Wisconsin,62263,1011
12206,2020-08-12,North Carolina,139061,2249
12207,2020-08-12,Oklahoma,45392,627
12208,2020-08-12,Texas,,
12209,2020-08-12,California,,
12210,2020-08-12,New Mexico,,14046
12211,2020-08-12,Louisiana,,4238
12212,2020-08-12,Idaho,24418,221
12213,2020-08-12,Nevada,,
12214,2020-08-12,Georgia,,
12215,2020-08-12,Indiana,,2878
12216,2020-08-12,Maryland,,3483
12217,2020-08-12,New York,,
12218,2020-08-12,Arkansas,,
12219,2020-08-12,Minnesota,,1685
12220,2020-08-12,Oregon,20891,367
12221,2020-08-12,Utah,45352,353
12222,2020-08-12,West Virginia,7844,
12223,2020-08-12,Missouri,,
12224,2020-08-12,Delaware,14968,524
12225,2020-08-12,South Dakota,,145
12226,2020-08-12,Rhode Island,,
12227,2020-08-12,Kansas,31728,
12228,2020-08-12,Maine,3679,
12229,2020-08-12,New Hampshire,,
12230,2020-08-12,DC,,
12231,2020-08-12,Montana,5403,79
12233,2020-08-12,Alaska,,
12235,2020-08-12,Vermont,,
12240,2020-08-13,Colorado,48677,1539
12241,2020-08-13,Florida,,
12242,2020-08-13,Arizona,189386,4130
12243,2020-08-13,South Carolina,103051,2089
12244,2020-08-13,Connecticut,48774,3566
12245,2020-08-13,Nebraska,,
12246,2020-08-13,Kentucky,35036,791
12247,2020-08-13,Wyoming,2627,30
12248,2020-08-13,Iowa,,
12249,2020-08-13,New Mexico,,
12250,2020-08-13,North Dakota,,
12251,2020-08-13,Washington,,
12253,2020-08-13,Tennessee,126436,1273
12255,2020-08-13,Massachusetts,113517,8568
12256,2020-08-13,Pennsylvania118731,
12257,2020-08-13,New York,226043,18987
12258,2020-08-13,Ohio,99856,3481
12259,2020-08-13,Alabama,101496,1821
12260,2020-08-13,Virginia,100603,2255
12261,2020-08-13,Michigan,90392,6289
12262,2020-08-13,Mississippi,68430,1942
12263,2020-08-13,Illinois,200427,7696
12264,2020-08-13,Wisconsin,63206,1018
12266,2020-08-13,North Carolina,140824,2287
12267,2020-08-13,Oklahoma,46102,637
12268,2020-08-13,Texas,,
12269,2020-08-13,California,,
12270,2020-08-13,New Mexico,,14054
12271,2020-08-13,Louisiana,,4279
12272,2020-08-13,Idaho,24883,225
12273,2020-08-13,Nevada,,
12274,2020-08-13,Georgia,,
12275,2020-08-13,Indiana,,2898
12276,2020-08-13,Maryland,,3495
12277,2020-08-13,New York,,
12278,2020-08-13,Arkansas,,
12279,2020-08-13,Minnesota,,1693
12280,2020-08-13,Oregon,21169,375
12281,2020-08-13,Utah,45787,357
12282,2020-08-13,West Virginia,7985,
12283,2020-08-13,Missouri,,
12284,2020-08-13,Delaware,14968,524
12285,2020-08-13,South Dakota,,146
12286,2020-08-13,Rhode Island,,
12287,2020-08-13,Kansas,31728,
12288,2020-08-13,Maine,3697,
12289,2020-08-13,New Hampshire,,
12290,2020-08-13,DC,,
12291,2020-08-13,Montana,5539,81
12293,2020-08-13,Alaska,,
12295,2020-08-13,Vermont,,
12300,2020-08-14,Colorado,48985,1545
12301,2020-08-14,Florida,,
12302,2020-08-14,Arizona,190292,4169
12303,2020-08-14,South Carolina,103880,2106
12304,2020-08-14,Connecticut,48887,3569
12305,2020-08-14,Nebraska,,
12306,2020-08-14,Kentucky,35565,799
12307,2020-08-14,Wyoming,2694,30
12308,2020-08-14,Iowa,,
12309,2020-08-14,New Mexico,,
12310,2020-08-14,North Dakota,,
12311,2020-08-14,Washington,,
12313,2020-08-14,Tennessee,128315,1285
12315,2020-08-14,Massachusetts,113729,8582
12316,2020-08-14,Pennsylvania119512,
12317,2020-08-14,New York,226043,18987
12318,2020-08-14,Ohio,100945,3510
12319,2020-08-14,Alabama,102196,1825
12320,2020-08-14,Virginia,101451,2265
12321,2020-08-14,Michigan,91140,6300
12322,2020-08-14,Mississippi,69268,1965
12323,2020-08-14,Illinois,202691,7721
12324,2020-08-14,Wisconsin,64227,1025
12326,2020-08-14,North Carolina,142170,2313
12327,2020-08-14,Oklahoma,46892,644
12328,2020-08-14,Texas,,
12329,2020-08-14,California,,
12330,2020-08-14,New Mexico,,14064
12331,2020-08-14,Louisiana,,4307
12332,2020-08-14,Idaho,25385,239
12333,2020-08-14,Nevada,,
12334,2020-08-14,Georgia,,
12335,2020-08-14,Indiana,,2906
12336,2020-08-14,Maryland,,3499
12337,2020-08-14,New York,,
12338,2020-08-14,Arkansas,,
12339,2020-08-14,Minnesota,,1699
12340,2020-08-14,Oregon,22613,385
12341,2020-08-14,Utah,46253,361
12342,2020-08-14,West Virginia,8104,
12343,2020-08-14,Missouri,,
12344,2020-08-14,Delaware,15392,524
12345,2020-08-14,South Dakota,,150
12346,2020-08-14,Rhode Island,,
12347,2020-08-14,Kansas,33885,
12348,2020-08-14,Maine,3726,
12349,2020-08-14,New Hampshire,,
12350,2020-08-14,DC,,
12351,2020-08-14,Montana,5541,81
12353,2020-08-14,Alaska,,
12355,2020-08-14,Vermont,,
12360,2020-08-15,Colorado,49278,1552
12361,2020-08-15,Florida,,
12362,2020-08-15,Arizona,191211,4238
12363,2020-08-15,South Carolina,104874,2156
12364,2020-08-15,Connecticut,48887,3569
12365,2020-08-15,Nebraska,,
12366,2020-08-15,Kentucky,36117,805
12367,2020-08-15,Wyoming,2730,30
12368,2020-08-15,Iowa,,
12369,2020-08-15,New Mexico,,
12370,2020-08-15,North Dakota,,
12371,2020-08-15,Washington,,
12373,2020-08-15,Tennessee,129509,1304
12375,2020-08-15,Massachusetts,114095,8583
12376,2020-08-15,Pennsylvania120346,
12377,2020-08-15,New York,226756,18994
12378,2020-08-15,Ohio,102016,3546
12379,2020-08-15,Alabama,103357,1828
12380,2020-08-15,Virginia,102303,2267
12381,2020-08-15,Michigan,92155,6318
12382,2020-08-15,Mississippi,70047,2000
12383,2020-08-15,Illinois,204519,7726
12384,2020-08-15,Wisconsin,65056,1038
12386,2020-08-15,North Carolina,143706,2343
12387,2020-08-15,Oklahoma,47793,657
12388,2020-08-15,Texas,,
12389,2020-08-15,California,,
12390,2020-08-15,New Mexico,,14037
12391,2020-08-15,Louisiana,,4307
12392,2020-08-15,Idaho,25661,241
12393,2020-08-15,Nevada,,
12394,2020-08-15,Georgia,,
12395,2020-08-15,Indiana,,2921
12396,2020-08-15,Maryland,,3502
12397,2020-08-15,New York,,
12398,2020-08-15,Arkansas,,
12399,2020-08-15,Minnesota,,1706
12400,2020-08-15,Oregon,21887,378
12401,2020-08-15,Utah,46560,362
12402,2020-08-15,West Virginia,8289,
12403,2020-08-15,Missouri,,
12404,2020-08-15,Delaware,15448,524
12405,2020-08-15,South Dakota,,150
12406,2020-08-15,Rhode Island,,
12407,2020-08-15,Kansas,33066,
12408,2020-08-15,Maine,3747,
12409,2020-08-15,New Hampshire,,
12410,2020-08-15,DC,,
12411,2020-08-15,Montana,5659,82
12413,2020-08-15,Alaska,,
12415,2020-08-15,Vermont,,
12420,2020-08-16,Colorado,49611,1552
12421,2020-08-16,Florida,,
12422,2020-08-16,Arizona,192062,4252
12423,2020-08-16,South Carolina,105466,2165
12424,2020-08-16,Connecticut,48887,3569
12425,2020-08-16,Nebraska,,
12426,2020-08-16,Kentucky,36475,808
12427,2020-08-16,Wyoming,2789,30
12428,2020-08-16,Iowa,,
12429,2020-08-16,New Mexico,,
12430,2020-08-16,North Dakota,,
12431,2020-08-16,Washington,,
12433,2020-08-16,Tennessee,131383,1324
12435,2020-08-16,Massachusetts,114398,8607
12436,2020-08-16,Pennsylvania120986,
12437,2020-08-16,New York,226977,18998
12438,2020-08-16,Ohio,102577,3548
12439,2020-08-16,Alabama,104079,1830
12440,2020-08-16,Virginia,103016,2268
12441,2020-08-16,Michigan,92720,6324
12442,2020-08-16,Mississippi,70350,2004
12443,2020-08-16,Illinois,206081,7744
12444,2020-08-16,Wisconsin,65741,1039
12446,2020-08-16,North Carolina,144952,2347
12447,2020-08-16,Oklahoma,47793,657
12448,2020-08-16,Texas,,
12449,2020-08-16,California,,
12450,2020-08-16,New Mexico,,14064
12451,2020-08-16,Louisiana,,4384
12452,2020-08-16,Idaho,25841,241
12453,2020-08-16,Nevada,,
12454,2020-08-16,Georgia,,
12455,2020-08-16,Indiana,,2924
12456,2020-08-16,Maryland,,3504
12457,2020-08-16,New York,,
12458,2020-08-16,Arkansas,,
12459,2020-08-16,Minnesota,,1712
12460,2020-08-16,Oregon,22613,385
12461,2020-08-16,Utah,46862,363
12462,2020-08-16,West Virginia,8393,
12463,2020-08-16,Missouri,,
12464,2020-08-16,Delaware,15532,524
12465,2020-08-16,South Dakota,,151
12466,2020-08-16,Rhode Island,,
12467,2020-08-16,Kansas,33066,
12468,2020-08-16,Maine,3767,
12469,2020-08-16,New Hampshire,,
12470,2020-08-16,DC,,
12471,2020-08-16,Montana,5779,82
12473,2020-08-16,Alaska,,
12475,2020-08-16,Vermont,,
12480,2020-08-17,Colorado,49801,1552
12481,2020-08-17,Florida,,
12482,2020-08-17,Arizona,192514,4252
12483,2020-08-17,South Carolina,105905,2185
12484,2020-08-17,Connecticut,49251,3572
12485,2020-08-17,Nebraska,,
12486,2020-08-17,Kentucky,36824,813
12487,2020-08-17,Wyoming,2829,33
12488,2020-08-17,Iowa,,
12489,2020-08-17,New Mexico,,
12490,2020-08-17,North Dakota,,
12491,2020-08-17,Washington,,
12493,2020-08-17,Tennessee,132397,1345
12495,2020-08-17,Massachusetts,114611,8611
12496,2020-08-17,Pennsylvania121354,
12497,2020-08-17,New York,227158,18999
